Realface_response,Realface_confidence,Realface_Image_Onset_Time,RealFace_Image_Response_Time,Hallucination_response,Hallucination_confidence,Noise_Onset_Time,Hallucination_Response_Time,ConfidenceScreen_Onset,Face_Position,Noise_Number,Face_Size
80.0,80.0,0.0,0.0,0.0,,264.2731966470019,0.0,0.0,0.0,229.0,0.0
80.0,80.0,0.0,0.0,0.0,,266.7837274320191,0.0,0.0,0.0,401.0,0.0
80.0,80.0,0.0,0.0,0.0,,269.3404940980254,0.0,0.0,0.0,53.0,0.0
80.0,80.0,0.0,0.0,1.0,2.0,271.8972444609972,273.82468961100676,273.8381268210069,0.0,186.0,0.0
0.0,,274.4471709050122,0.0,90.0,90.0,0.0,0.0,0.0,7.000000000000001,330.0,6.0
80.0,80.0,0.0,0.0,0.0,,276.9632512090029,0.0,0.0,0.0,66.0,0.0
80.0,80.0,0.0,0.0,0.0,,279.52677507602493,0.0,0.0,0.0,349.0,0.0
80.0,80.0,0.0,0.0,0.0,,282.0465976850246,0.0,0.0,0.0,353.0,0.0
80.0,80.0,0.0,0.0,0.0,,284.5668282630213,0.0,0.0,0.0,252.0,0.0
80.0,80.0,0.0,0.0,0.0,,287.09296074701706,0.0,0.0,0.0,177.0,0.0
80.0,80.0,0.0,0.0,0.0,,289.596306352003,0.0,0.0,0.0,368.0,0.0
80.0,80.0,0.0,0.0,0.0,,292.11312734300736,0.0,0.0,0.0,170.0,0.0
0.0,,294.652800233016,0.0,90.0,90.0,0.0,0.0,0.0,-4.999999999999999,358.0,7.000000000000001
80.0,80.0,0.0,0.0,0.0,,297.18250299000647,0.0,0.0,0.0,416.0,0.0
80.0,80.0,0.0,0.0,0.0,,299.695373916009,0.0,0.0,0.0,251.0,0.0
0.0,,302.22834489602246,0.0,90.0,90.0,0.0,0.0,0.0,7.000000000000001,239.0,7.000000000000001
0.0,,304.8327041960147,0.0,90.0,90.0,0.0,0.0,0.0,-7.000000000000001,369.0,7.000000000000001
